App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,In-App Purchases,Ad Supported,Price_zscore,Price_MinMax,Price_Standard
Tracker,VIDEO_PLAYERS,3.3,19.0,286.6M,500+,Free,0.0,Everyone,Video Players,2026-05-11,7.19.88,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player,TOOLS,2.8,19.0,111.0M,500+,Free,0.0,Everyone,Tools;Creativity,2023-06-11,12.16.68,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Chat,SOCIAL,3.5,19.0,81.7M,500+,Free,0.0,Everyone 10+,Social,2026-03-09,12.11.82,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker Pro 2025,SOCIAL,3.5,19.0,123.0M,500+,Free,0.0,Everyone,Social,2024-10-28,8.6.96,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay 2026,PRODUCTIVITY,4.1,19.0,81.4M,500+,Free,0.0,Teen,Productivity,2025-12-23,1.15.64,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker Plus 2025,GAME,3.8,19.0,1890.5M,500+,Free,0.0,Everyone,Game;Casual,2026-05-23,9.10.87,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health AI,SOCIAL,3.8,19.0,120.4M,500+,Free,0.0,Everyone,Social,2024-08-02,11.0.33,6.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Wallet Online,FAMILY,4.4,19.0,84.1M,500+,Free,0.0,Everyone,Family,2025-09-27,12.19.73,7.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Connect,HOUSE_AND_HOME,3.0,19.0,Varies with device,500+,Free,0.0,Everyone,House And Home,2024-01-20,Varies with device,Varies with device,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,TOOLS,4.2,19.0,145.5M,500+,Free,0.0,Everyone,Tools,2024-12-05,8.18.26,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker Premium,FAMILY,4.2,19.0,93.6M,500+,Free,0.0,Everyone,Family,2025-09-02,2.12.47,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,PRODUCTIVITY,4.7,19.0,16.1M,500+,Free,0.0,Everyone,Productivity,2025-07-11,3.1.96,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN Now,FOOD_AND_DRINK,4.2,19.0,Varies with device,500+,Free,0.0,Everyone,Food And Drink,2024-08-23,Varies with device,5.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,FAMILY,3.0,19.0,48.6M,500+,Paid,0.99,Everyone,Family,2026-01-17,12.19.63,9.0 and up,No,No,0.18529030280934974,0.0024750618765469134,0.18529030280934974
Planner,LIFESTYLE,3.9,19.0,Varies with device,500+,Free,0.0,Everyone,Lifestyle;Creativity,2022-03-01,Varies with device,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Easy Planner Online,GAME,4.7,19.0,1707.0M,500+,Free,0.0,Everyone,Game;RPG,2024-02-24,6.7.54,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Smart Connect,SOCIAL,4.0,19.0,Varies with device,500+,Free,0.0,Everyone,Social,2023-06-17,Varies with device,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker Pro,TOOLS,4.2,19.0,124.4M,500+,Free,0.0,Everyone,Tools,2025-06-09,7.8.71,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Editor 3D,PRODUCTIVITY,3.8,18.0,126.6M,500+,Free,0.0,Everyone 10+,Productivity,2026-05-28,5.14.4,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Super Player,GAME,5.0,18.0,Varies with device,500+,Free,0.0,Everyone,Game;Shooter,2025-10-10,Varies with device,6.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser,GAME,4.2,18.0,1219.5M,500+,Free,0.0,Everyone,Game;Simulation,2026-05-23,10.9.53,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Editor,COMICS,2.3,18.0,148.0M,500+,Free,0.0,Everyone,Comics,2025-10-03,7.16.91,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay App,WEATHER,4.4,18.0,14.4M,500+,Free,0.0,Everyone,Weather,2024-01-19,14.14.52,8.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Neo Drive Plus,GAME,4.8,18.0,1872.4M,500+,Free,0.0,Everyone,Game;Puzzle,2026-01-25,6.19.36,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive,VIRTUAL_REALITY,2.8,18.0,186.5M,500+,Free,0.0,Everyone 10+,Virtual Reality,2026-03-27,1.18.53,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit Pro,GAME,3.9,18.0,842.5M,500+,Free,0.0,Everyone,Game;Board,2026-02-18,2.2.24,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash,ARTIFICIAL_INTELLIGENCE,3.1,18.0,41.2M,500+,Free,0.0,Everyone,Artificial Intelligence,2026-03-20,13.14.31,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,TOOLS,4.8,18.0,Varies with device,500+,Free,0.0,Everyone,Tools,2025-03-15,Varies with device,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Drive,COMMUNICATION,4.3,18.0,142.0M,500+,Free,0.0,Everyone,Communication,2026-01-15,6.2.74,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker,FINANCE,3.3,18.0,12.3M,500+,Free,0.0,Teen,Finance,2025-10-01,8.5.36,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker,GAME,3.5,18.0,271.0M,500+,Free,0.0,Everyone,Game;RPG,2026-05-18,15.5.26,12.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Chat,VIDEO_PLAYERS,4.2,18.0,110.1M,500+,Free,0.0,Everyone 10+,Video Players;Creativity,2022-11-21,4.19.19,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Daily Maker,GAME,4.1,18.0,Varies with device,500+,Free,0.0,Teen,Game;Strategy,2022-08-18,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Next Health 2025,GAME,3.5,18.0,Varies with device,500+,Free,0.0,Everyone,Game;RPG,2025-12-17,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,COMICS,3.6,18.0,79.1M,500+,Free,0.0,Everyone 10+,Comics;Creativity,2025-08-28,11.8.79,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Next Browser Hub,ARTIFICIAL_INTELLIGENCE,4.1,18.0,29.5M,500+,Free,0.0,Everyone,Artificial Intelligence;Creativity,2023-10-06,5.20.12,11.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Editor,BEAUTY,4.4,18.0,24.9M,500+,Free,0.0,Everyone,Beauty,2024-12-02,3.0.90,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive Max,FINANCE,4.1,18.0,18.3M,500+,Free,0.0,Everyone,Finance,2024-04-13,2.9.100,7.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker,HOUSE_AND_HOME,4.3,18.0,44.0M,500+,Free,0.0,Everyone,House And Home,2025-05-26,3.13.28,8.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pro Learn 2023,GAME,3.6,18.0,Varies with device,500+,Free,0.0,Everyone,Game;Card,2024-09-09,Varies with device,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player Premium,FAMILY,4.1,18.0,6.1M,500+,Free,0.0,Everyone,Family,2025-11-02,9.2.84,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Neo Fit Pro,SOCIAL,4.4,18.0,32.7M,500+,Free,0.0,Everyone,Social,2026-05-08,1.9.29,Varies with device,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit 3D,TOOLS,4.9,18.0,149.5M,500+,Free,0.0,Everyone,Tools;Creativity,2026-02-25,9.2.75,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Chat,ARTIFICIAL_INTELLIGENCE,5.0,18.0,131.9M,500+,Free,0.0,Everyone 10+,Artificial Intelligence,2025-07-25,9.11.16,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner Hub,TOOLS,3.8,18.0,119.4M,500+,Free,0.0,Everyone,Tools;Creativity,2024-11-05,3.8.69,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,FAMILY,4.5,18.0,49.2M,500+,Free,0.0,Everyone,Family,2026-04-08,3.11.92,5.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Next Chat Online,FAMILY,4.9,18.0,60.3M,500+,Free,0.0,Everyone,Family,2024-07-18,9.0.48,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit,GAME,4.8,18.0,Varies with device,500+,Free,0.0,Everyone,Game;Shooter,2023-07-16,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN,GAME,3.7,18.0,708.2M,500+,Free,0.0,Everyone 10+,Game;RPG,2026-05-10,13.1.69,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pro Scanner Premium,PHOTOGRAPHY,4.3,18.0,208.4M,500+,Free,0.0,Everyone,Photography,2026-04-23,1.5.49,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor Pro 2025,FAMILY,3.5,18.0,92.3M,500+,Free,0.0,Everyone,Family,2025-11-29,15.1.91,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,PERSONALIZATION,3.3,18.0,Varies with device,500+,Free,0.0,Everyone,Personalization,2022-07-02,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
My Tracker,HOUSE_AND_HOME,4.0,18.0,142.0M,500+,Free,0.0,Everyone,House And Home;Creativity,2022-01-17,5.2.86,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike Pro,TOOLS,4.7,18.0,120.5M,500+,Free,0.0,Everyone,Tools,2025-07-07,11.19.46,5.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser,SOCIAL,3.0,18.0,134.9M,500+,Free,0.0,Everyone,Social;Creativity,2023-12-25,4.2.91,7.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Meta Editor App,GAME,4.1,18.0,1219.5M,500+,Free,0.0,Everyone,Game;RPG,2025-04-24,9.10.88,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash,FAMILY,4.2,18.0,12.3M,500+,Free,0.0,Teen,Family,2026-02-11,14.4.43,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker Go,FINANCE,4.0,18.0,107.1M,500+,Free,0.0,Everyone,Finance,2026-02-20,5.7.84,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Learn,GAME,5.0,18.0,Varies with device,500+,Free,0.0,Everyone,Game;Puzzle,2024-02-04,Varies with device,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,FAMILY,4.6,18.0,121.6M,500+,Free,0.0,Everyone,Family,2024-08-25,9.4.13,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor,ARTIFICIAL_INTELLIGENCE,4.3,18.0,148.5M,500+,Free,0.0,Everyone,Artificial Intelligence,2026-02-02,5.18.73,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,WEATHER,4.0,18.0,113.8M,500+,Free,0.0,Teen,Weather,2026-05-29,14.13.22,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Epic Dash,ARTIFICIAL_INTELLIGENCE,5.0,18.0,77.7M,500+,Free,0.0,Teen,Artificial Intelligence,2025-01-29,12.13.26,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Next Wallet,COMICS,3.8,18.0,20.7M,500+,Free,0.0,Everyone,Comics;Creativity,2026-03-04,13.15.66,12.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Health,SOCIAL,3.9,18.0,90.6M,500+,Free,0.0,Teen,Social,2025-09-10,12.10.29,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker,GAME,4.3,18.0,1794.0M,500+,Free,0.0,Everyone,Game;Strategy,2025-05-09,6.4.73,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Health Premium,FAMILY,4.9,18.0,68.7M,500+,Free,0.0,Adults only 18+,Family,2026-02-24,1.4.83,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash 2026,AUTO_AND_VEHICLES,3.8,18.0,17.6M,500+,Free,0.0,Everyone,Auto And Vehicles;Creativity,2026-06-24,1.0.34,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Craft 2026,MAPS_AND_NAVIGATION,3.8,18.0,38.9M,500+,Free,0.0,Everyone 10+,Maps And Navigation,2023-12-28,14.3.60,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,GAME,4.9,18.0,1633.2M,500+,Free,0.0,Everyone,Game;Strategy,2025-04-30,3.10.95,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
My Maker,WEATHER,3.5,18.0,45.5M,500+,Free,0.0,Everyone,Weather,2023-11-14,2.15.4,7.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor,PRODUCTIVITY,3.9,18.0,139.6M,500+,Free,0.0,Everyone,Productivity,2026-03-19,4.14.42,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,COMMUNICATION,3.5,18.0,Varies with device,500+,Free,0.0,Everyone,Communication,2025-12-12,Varies with device,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Chat,LIFESTYLE,3.1,18.0,51.3M,500+,Free,0.0,Everyone,Lifestyle,2023-04-26,8.12.63,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player,FINANCE,3.9,18.0,137.8M,500+,Free,0.0,Everyone,Finance,2026-05-26,12.10.95,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Dash,COMMUNICATION,4.0,18.0,72.3M,500+,Free,0.0,Teen,Communication;Creativity,2026-06-07,9.2.72,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner 3D,ARTIFICIAL_INTELLIGENCE,3.9,18.0,133.8M,500+,Free,0.0,Teen,Artificial Intelligence,2025-11-01,10.17.68,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player Premium,PRODUCTIVITY,4.4,18.0,145.4M,500+,Free,0.0,Teen,Productivity,2025-03-07,11.0.22,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
AI Fit Space,GAME,4.3,18.0,1075.4M,500+,Free,0.0,Teen,Game;Casual,2023-12-12,10.12.53,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash,TOOLS,3.5,18.0,33.1M,500+,Paid,2.99,Mature 17+,Tools,2026-03-05,2.18.16,8.0 and up,No,No,0.6649533836925104,0.0074751868796719915,0.6649533836925104
Connect Plus,ARTIFICIAL_INTELLIGENCE,4.6,18.0,16.6M,500+,Free,0.0,Teen,Artificial Intelligence,2024-06-22,12.0.45,7.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser Go 2024,SOCIAL,4.5,18.0,128.7M,500+,Free,0.0,Everyone 10+,Social,2026-05-26,15.7.66,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Lite Pay Online 2025,GAME,4.4,18.0,1133.9M,500+,Free,0.0,Everyone,Game;Simulation,2025-11-08,2.5.87,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Connect,BEAUTY,4.7,18.0,60.0M,500+,Paid,1.99,Everyone 10+,Beauty,2025-11-02,15.1.44,Varies with device,No,No,0.42512184325093005,0.004975124378109453,0.42512184325093005
Easy Tracker Max 2024,FINANCE,2.9,17.0,13.9M,500+,Free,0.0,Everyone,Finance,2026-05-20,1.3.27,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor,FAMILY,3.9,17.0,Varies with device,500+,Paid,0.99,Everyone,Family;Creativity,2026-04-08,Varies with device,9.0 and up,No,No,0.18529030280934974,0.0024750618765469134,0.18529030280934974
Drive,LIFESTYLE,5.0,17.0,97.8M,500+,Free,0.0,Teen,Lifestyle,2025-03-18,7.3.29,9.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Tracker,FAMILY,3.7,17.0,137.7M,500+,Free,0.0,Teen,Family,2026-03-30,1.3.6,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,TOOLS,4.3,17.0,77.4M,500+,Free,0.0,Everyone,Tools,2024-07-16,7.19.72,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser Now,SPORTS,3.9,17.0,113.3M,500+,Paid,0.99,Everyone,Sports;Creativity,2025-01-04,13.13.1,10.0 and up,No,No,0.18529030280934974,0.0024750618765469134,0.18529030280934974
Browser AI,ARTIFICIAL_INTELLIGENCE,3.2,17.0,95.5M,500+,Free,0.0,Everyone,Artificial Intelligence;Creativity,2024-12-23,5.13.97,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner Space 2025,FAMILY,4.6,17.0,39.7M,500+,Free,0.0,Everyone,Family,2026-01-19,4.11.97,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker App,FINANCE,4.1,17.0,27.7M,500+,Free,0.0,Everyone,Finance,2026-05-17,8.19.56,4.4 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Lite Fit,PERSONALIZATION,3.0,17.0,148.4M,500+,Free,0.0,Teen,Personalization,2026-03-16,11.19.67,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay Premium 2026,FAMILY,4.7,17.0,51.7M,500+,Free,0.0,Everyone,Family;Creativity,2025-11-09,4.1.25,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner 3D,GAME,3.3,17.0,1544.6M,500+,Free,0.0,Everyone,Game;Simulation,2026-04-20,3.8.24,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash,COMICS,4.8,17.0,39.9M,500+,Free,0.0,Everyone,Comics,2022-11-12,12.10.61,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,BOOKS_AND_REFERENCE,3.6,17.0,73.9M,500+,Free,0.0,Everyone,Books And Reference,2026-05-31,8.9.88,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Crypto Pay,PRODUCTIVITY,4.2,17.0,55.2M,500+,Paid,0.99,Mature 17+,Productivity,2026-03-06,2.16.35,6.0 and up,No,No,0.18529030280934974,0.0024750618765469134,0.18529030280934974
VPN,FAMILY,3.3,17.0,118.4M,500+,Free,0.0,Everyone,Family,2025-09-13,5.0.8,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Next Player Premium,GAME,4.3,17.0,Varies with device,500+,Free,0.0,Everyone,Game;Puzzle,2026-01-26,Varies with device,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Chat,FINANCE,5.0,17.0,125.7M,500+,Free,0.0,Everyone,Finance;Creativity,2025-01-24,13.7.98,9.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
AI Craft,HOUSE_AND_HOME,4.5,17.0,19.9M,500+,Free,0.0,Everyone,House And Home,2026-02-16,15.17.19,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker AI,VIRTUAL_REALITY,4.1,17.0,57.5M,500+,Free,0.0,Everyone,Virtual Reality;Creativity,2026-03-10,11.12.32,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Lite Fit 2023,FAMILY,5.0,17.0,143.9M,500+,Free,0.0,Everyone,Family,2026-04-18,1.0.41,Varies with device,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Learn,ARTIFICIAL_INTELLIGENCE,3.7,17.0,Varies with device,500+,Free,0.0,Everyone,Artificial Intelligence,2025-04-23,Varies with device,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Chat,GAME,4.8,17.0,1755.5M,500+,Free,0.0,Everyone,Game;RPG,2025-04-21,8.7.69,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor,FAMILY,3.5,17.0,Varies with device,500+,Free,0.0,Everyone,Family,2026-02-12,Varies with device,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,SOCIAL,4.0,17.0,76.8M,500+,Free,0.0,Everyone,Social,2026-01-03,3.6.15,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser AI,ENTERTAINMENT,4.6,17.0,40.7M,500+,Free,0.0,Everyone,Entertainment,2023-10-29,13.1.16,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Lite Drive,FINANCE,4.1,17.0,22.0M,500+,Free,0.0,Teen,Finance,2024-12-16,6.15.57,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash,ENTERTAINMENT,3.5,17.0,103.2M,500+,Free,0.0,Teen,Entertainment,2026-06-06,9.10.86,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Crypto Learn,TOOLS,4.5,17.0,33.4M,500+,Free,0.0,Teen,Tools;Creativity,2026-01-17,3.2.50,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health,BUSINESS,3.4,17.0,88.9M,500+,Free,0.0,Everyone,Business,2024-06-05,9.6.19,7.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Pay,SPORTS,3.5,17.0,142.5M,500+,Free,0.0,Everyone,Sports,2026-06-02,4.14.39,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit,BOOKS_AND_REFERENCE,3.3,17.0,64.7M,500+,Free,0.0,Everyone,Books And Reference,2025-09-09,15.1.94,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
VPN,TOOLS,5.0,17.0,148.4M,500+,Free,0.0,Teen,Tools,2026-04-01,8.19.24,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor 3D,TOOLS,4.2,17.0,143.2M,500+,Free,0.0,Everyone,Tools,2025-02-07,1.3.20,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player,GAME,2.9,17.0,1691.2M,500+,Free,0.0,Adults only 18+,Game;Board,2026-04-20,13.19.9,11.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Player,PRODUCTIVITY,2.9,17.0,60.8M,500+,Free,0.0,Everyone,Productivity;Creativity,2026-01-27,12.2.11,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike AI,COMMUNICATION,4.1,17.0,138.1M,500+,Free,0.0,Everyone,Communication,2025-06-19,9.13.70,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit 3D,FAMILY,4.1,17.0,14.4M,500+,Free,0.0,Teen,Family,2023-06-30,7.19.42,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Neo Fit,ARTIFICIAL_INTELLIGENCE,4.1,17.0,52.6M,500+,Free,0.0,Teen,Artificial Intelligence;Creativity,2026-04-14,3.14.38,5.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Epic Editor,FAMILY,3.9,17.0,12.4M,500+,Free,0.0,Everyone 10+,Family,2026-02-01,3.10.87,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor Hub 2024,FAMILY,3.6,17.0,10.2M,500+,Free,0.0,Everyone 10+,Family;Creativity,2026-03-27,6.14.19,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash,FINANCE,3.9,17.0,147.3M,500+,Free,0.0,Everyone,Finance,2026-02-11,14.10.46,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Hyper Wallet AI,COMMUNICATION,4.2,17.0,Varies with device,500+,Paid,4.99,Mature 17+,Communication,2025-10-10,Varies with device,9.0 and up,No,No,1.1446164645756711,0.01247531188279707,1.1446164645756711
Ultra Dash,NEWS_AND_MAGAZINES,3.9,17.0,121.4M,500+,Free,0.0,Everyone,News And Magazines;Creativity,2024-08-30,3.18.58,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive,FAMILY,4.4,17.0,133.2M,500+,Free,0.0,Everyone,Family;Creativity,2025-12-04,13.3.81,8.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Pay,FINANCE,3.9,17.0,75.9M,500+,Paid,0.99,Everyone,Finance;Creativity,2026-05-07,14.18.76,9.0 and up,No,No,0.18529030280934974,0.0024750618765469134,0.18529030280934974
Browser Premium,GAME,3.6,17.0,Varies with device,500+,Free,0.0,Everyone,Game;Casual,2026-02-13,Varies with device,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player Hub,TOOLS,3.8,17.0,53.5M,500+,Free,0.0,Teen,Tools,2025-12-19,7.11.88,6.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Ultra Health,FINANCE,3.8,17.0,Varies with device,500+,Free,0.0,Everyone,Finance,2025-01-16,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner,PRODUCTIVITY,4.2,17.0,144.2M,500+,Free,0.0,Everyone,Productivity;Creativity,2025-07-04,14.12.24,12.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
My Tracker,GAME,5.0,17.0,125.6M,500+,Free,0.0,Everyone,Game;Shooter,2024-06-21,4.14.29,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor 3D,PRODUCTIVITY,3.8,17.0,9.8M,500+,Free,0.0,Everyone 10+,Productivity,2026-06-22,11.20.0,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Learn,GAME,4.5,17.0,Varies with device,500+,Free,0.0,Everyone,Game;Action,2025-07-10,Varies with device,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Daily Wallet 2024,ENTERTAINMENT,4.8,17.0,Varies with device,500+,Free,0.0,Everyone,Entertainment,2025-02-03,Varies with device,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,GAME,3.6,17.0,1700.4M,500+,Free,0.0,Everyone,Game;Shooter,2023-12-05,2.10.38,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
